category,phenotype,phe_code,all_1_year_cases,all_1_year_noncases,all_1_year_hazards ratio,all_1_year_95% confidence interval (lower),all_1_year_95% confidence interval (upper),all_1_year_pvalue,new_1_year_cases,new_1_year_noncases,new_1_year_hazards ratio,new_1_year_95% confidence interval (lower),new_1_year_95% confidence interval (upper),new_1_year_pvalue
digestive,Glossitis,529.1,109.0,525281.0,129.92181149590337,3.12689354112345,5398.225708801206,0.010482035110019298,< 10,523918.0,130.53879788747443,3.1389019580676134,5428.770309346452,0.010425782410145969
digestive,Glossodynia,529.6,52.0,525275.0,0.1091366551976185,0.0080266894243554,1.4839006317576895,0.09619913238737562,< 10,524322.0,0.2961678350670361,0.0127438812909964,6.882941273963824,0.44838101693452076
digestive,Diseases of esophagus,530.0,372.0,525248.0,0.9463500237079636,0.2762180811143815,3.2422872672162457,0.9300620896164354,20.0,508634.0,0.4966874749670513,0.082487558660955,2.9907352307896398,0.444883162968928
digestive,GERD,530.11,34609.0,521849.0,8.390569672997328,7.391191737867103,9.525075513429783,5.180581010918892e-237,1131.0,397604.0,4.605335891263572,3.6925712810734495,5.743726270111389,7.829123966291869e-42
digestive,Esophageal bleeding (varices/hemorrhage),530.2,1009.0,525228.0,3.3961851335295763,1.2985112674871506,8.88253629368021,0.012685465174738352,18.0,506927.0,10.116801792929076,1.7313206889625106,59.11653408286003,0.01018833620492243
digestive,Stricture and stenosis of esophagus,530.3,1830.0,525155.0,1.111390969600694,0.573449364808182,2.153965045759777,0.7544127708781414,49.0,521757.0,1.105589249709767,0.3719299221908964,3.2864459570059408,0.8566906336450014
digestive,Disorders of esophageal motility,530.5,2188.0,525089.0,2.10546092553113,1.2409542237234192,3.572223394056806,0.005774242985255073,62.0,520469.0,1.8636984769350775,0.7212930733289953,4.815479506685708,0.19865039411905427
digestive,"Diverticulum of esophagus, acquired",530.6,40.0,525271.0,0.3494668491628476,0.04512032606308,2.7066976088131507,0.31412354742191195,< 10,524675.0,0.0819620047875478,0.0003891522085019,17.262577680478746,0.35945009985865894
digestive,Gastroesophageal laceration-hemorrhage syndrome,530.7,18.0,525282.0,24.4158962697992,0.740061112633212,805.5226527664489,0.0732589595329937,< 10,523901.0,24.49980294460693,0.7423145088822928,808.6065099661812,0.07298299989198537
digestive,Heartburn,530.9,1760.0,525105.0,4.893429530334816,2.833590969660244,8.450638368325961,1.2237182313663288e-08,75.0,502338.0,3.9983288254430898,1.7068344426371218,9.366247245203924,0.0014179637261689663
digestive,Hemorrhage from gastrointestinal ulcer,531.1,832.0,525210.0,9.25976923695516,3.957101655517885,21.668214209786203,2.8813011699099347e-07,41.0,522499.0,5.567149739903589,1.760374083483479,17.606005744630394,0.00347050832415913
digestive,Gastric ulcer,531.2,1754.0,525173.0,2.7867032462811783,1.3954680094869412,5.56495378614176,0.0036809578956272905,70.0,516717.0,4.079134393236514,1.6906195929843346,9.842153413538018,0.0017574653495795649
digestive,Duodenal ulcer,531.3,233.0,525255.0,4.322907494407422,1.1760801462382016,15.889673220806936,0.027513058103587316,14.0,521812.0,4.460455156396893,0.6268517219040314,31.73902137780772,0.13531321052172687
digestive,"Peptic ulcer, site unspecified",531.4,729.0,525188.0,3.1857010574764977,1.5182266743306878,6.684569174811093,0.002182652861172054,55.0,520422.0,2.664972985714297,0.9821672470795918,7.231030189313007,0.05427528784277321
digestive,Gastrojejunal ulcer,531.5,242.0,525262.0,1.777747788037633,0.39930920202767,7.91463653185157,0.45018139083043696,19.0,524494.0,1.1613271366967517,0.2033282735752675,6.633021048737838,0.8664029336230377
digestive,Other disorders of stomach and duodenum,537.0,1622.0,525167.0,2.3861670389579737,1.2116781644865715,4.699096925809597,0.011893898842913147,73.0,478955.0,2.0240866330142757,0.8430894010757806,4.859421424014339,0.1145673774170113
digestive,Appendiceal conditions,540.0,321.0,525268.0,0.3395974103561823,0.051398102062615,2.243787153465908,0.2622600592745187,< 10,524073.0,0.0418044338874152,0.0015193948669277,1.150201788019088,0.0604880125198561
digestive,Appendicitis,540.1,764.0,525161.0,1.1827645568442653,0.6039232394259695,2.3164069630052646,0.6245243915240803,119.0,521121.0,1.0522039091738518,0.5245235411534663,2.1107404713353137,0.8860782418378828
digestive,Abdominal hernia,550.0,3292.0,524819.0,0.45000424082457,0.3104069344996618,0.6523817423296588,2.5070016332986327e-05,282.0,511737.0,0.2265907355124261,0.1365995157080158,0.3758678144204385,8.950203738724466e-09
digestive,Diaphragmatic hernia,550.2,3691.0,524826.0,0.7304822251348297,0.5083324029971644,1.0497152612970624,0.08956779011815334,204.0,488913.0,0.6316749053720903,0.3633883338602173,1.0980352116376018,0.10343162670257819
digestive,Umbilical hernia,550.4,1733.0,525087.0,1.5890191021563658,0.936036755666349,2.697524100130374,0.08631594060473423,120.0,509339.0,0.862671197280223,0.4272640883344972,1.7417836296933804,0.6802924515392825
digestive,Ventral hernia,550.5,2812.0,524881.0,0.4670983967835966,0.3138547177788691,0.6951653103125529,0.0001752132129890921,243.0,512740.0,0.2254458896750812,0.1306828279593951,0.388925231914794,8.591215061192435e-08
digestive,Ulceration of the lower GI tract,556.0,115.0,525279.0,4.762458766266021,0.3526110177158161,64.32304256205529,0.23994313844038911,< 10,523959.0,0.8945942181036444,0.0385930513078648,20.736862931109517,0.944629241965836
digestive,Ulceration of intestine,556.1,13.0,525278.0,9.440380115859316,0.8024961297032661,111.05446298521784,0.0742584829708769,< 10,521619.0,22.734956777874725,1.20451744916966,429.116456592758,0.03715050405236971
digestive,Intestinal malabsorption (non-celiac),557.0,3566.0,525052.0,16.442291740569107,9.981685901671122,27.084498585226523,4.042595887049479e-28,46.0,517347.0,24.45709105126044,7.706654211494748,77.61465433306745,5.7712610737883716e-08
digestive,Celiac disease,557.1,550.0,525154.0,1.0333552244705235,0.5337267650848682,2.0006922826340383,0.9224592971516098,20.0,522080.0,0.2229278061736432,0.0338333390200405,1.4688708890351168,0.11869744769585351
digestive,Noninfectious gastroenteritis,558.0,8026.0,524317.0,1.9746261340182736,1.5556454801169424,2.506450485656181,2.2506233700720573e-08,522.0,465013.0,1.926180249897252,1.3909268626853002,2.667408657225476,7.93260350649147e-05
digestive,Ileostomy status,559.0,1690.0,525176.0,5.34852331729072,2.652482489639899,10.784878613651538,2.784001789759056e-06,69.0,522620.0,3.23572653683705,1.3301777876862222,7.871072813058624,0.009624672836620673
digestive,Paralytic ileus,560.1,1877.0,525099.0,251.6532428423808,122.2596009179745,517.9908502692947,6.450434909783832e-51,161.0,512262.0,235.86805395077505,109.20751687544856,509.4314060631573,5.837155981385959e-44
digestive,Other intestinal obstruction,560.4,438.0,525233.0,6.934478583360428,2.532044788111013,18.991367549607563,0.00016501782901135197,41.0,509072.0,9.3485378174475,2.9193690586373617,29.93631759769299,0.00016709617571927581
digestive,Symptoms involving digestive system,561.0,2136.0,525024.0,6.601105294569977,4.184777622912158,10.412641969652984,4.837410665242472e-16,168.0,511455.0,5.174040509979624,2.9322405774282583,9.129774482007075,1.4049283301996653e-08
digestive,Functional digestive disorders,564.0,1950.0,525141.0,13.09961426895173,7.005882089682355,24.49368856036572,7.835776921715454e-16,72.0,520961.0,15.37924181522226,6.266249728364199,37.745236634995166,2.4297277597132533e-09
digestive,Irritable Bowel Syndrome,564.1,1338.0,525112.0,5.117404180676395,2.93295786602038,8.928810690327959,8.993490372041094e-09,57.0,509915.0,2.383671533059479,0.8934546614760625,6.359460890977013,0.0827500837859576
digestive,Abnormal findings on exam of gastrointestinal tract/ abdominal area,564.8,4439.0,524824.0,1.7063345206565752,1.2045156356550184,2.4172185152258163,0.002637051649878607,229.0,493991.0,1.108121872857173,0.6690993326191823,1.835204468517033,0.6899931822959798
digestive,Anal and rectal conditions,565.0,5056.0,524799.0,0.5086986935978858,0.3546178161298295,0.7297274674249741,0.00024111725054996327,185.0,501429.0,0.3990979627835404,0.2198699823209473,0.7244244176336454,0.0025293328519264404
digestive,Anal and rectal polyp,565.1,320.0,525247.0,0.24732912800602,0.0655775730605476,0.9328142946634898,0.03914592651282511,19.0,519027.0,0.1291688175137033,0.0168232610306229,0.9917567936155696,0.049076896538015856
digestive,Peritonitis and retroperitoneal infections,567.0,793.0,525227.0,19.28393465927192,7.11362506727579,52.27575707549609,6.027215694747749e-09,44.0,520902.0,21.158898864309123,6.563657428679637,68.20877018868461,3.2127211130080813e-07
digestive,Other disorders of peritoneum,568.0,1407.0,525159.0,7.791942418141749,4.041160201941402,15.023994005105038,8.848672837418734e-10,119.0,519886.0,7.157757803430783,3.628094121437418,14.121325152467662,1.3691955338039353e-08
digestive,Peritoneal adhesions (postoperative) (postinfection),568.1,17.0,525282.0,36.64130381921265,0.9878551720805016,1359.0910727776588,0.05077978201087771,< 10,518517.0,27.144996823551327,0.5222839905000357,1410.8241224188191,0.10147913186952752
digestive,Other disorders of intestine,569.0,3152.0,524998.0,5.279549402045396,3.41980225798504,8.150658952152734,5.934597120318707e-14,83.0,447247.0,5.741030523217796,2.546644926906032,12.942295614238397,2.5101213910302146e-05
digestive,Toxic gastroenteritis and colitis,569.1,833.0,525235.0,31.53887103143913,10.422833058659736,95.4347421991289,1.0011568819596635e-09,35.0,459704.0,54.33249723048655,13.318463367485505,221.64871230622785,2.557431738604892e-08
digestive,Gastrointestinal complications,569.2,4173.0,524870.0,6.291200362957471,4.380791602747744,9.034714635147475,2.2854579508916177e-23,67.0,517708.0,6.975170062434141,2.819414955231903,17.25641601978226,2.637130256500957e-05
digestive,Other chronic nonalcoholic liver disease,571.5,5665.0,524673.0,6.926586332922626,5.139603148032562,9.334883812147307,5.050243434441604e-37,217.0,504494.0,8.174550105963444,4.938520445241912,13.531030229770291,3.0544987366023758e-16
digestive,Primary biliary cirrhosis,571.6,2603.0,525048.0,10.194191055048666,6.280707247998759,16.546151120154036,5.68284867186632e-21,59.0,522762.0,7.013929117041712,2.67625233694704,18.38212375556687,7.416317210503488e-05
digestive,Liver abscess and sequelae of chronic liver disease,571.8,6717.0,525019.0,1.1988134808011397,0.7535928930451271,1.9070691549959773,0.44393198140063966,198.0,516672.0,0.5796094000066269,0.3298034315318285,1.0186281416651075,0.057985379031624804
digestive,Portal hypertension,571.81,7732.0,524693.0,8.582357474570541,6.322422430698149,11.650100990354632,3.0576177862648267e-43,114.0,516343.0,6.628452515390154,3.311711258088351,13.266972669031492,9.180084962409594e-08
digestive,Other disorders of liver,573.0,5667.0,524718.0,2.959786162621547,2.171795861950063,4.033682116228019,6.406373106992673e-12,261.0,476775.0,1.5185842540451575,0.9525075567205928,2.421081198109965,0.07917276822564548
digestive,Chronic passive congestion of liver,573.1,373.0,525234.0,8.241246638687112,2.9715536634868576,22.85610621615887,5.066452376806533e-05,23.0,522802.0,5.849568522424669,1.255976901162163,27.243695219935898,0.024428508949468377
digestive,Liver replaced by transplant,573.2,79234.0,522252.0,475.11760251879934,391.1271812876738,577.1440774840513, < 2.225E-308,589.0,516654.0,548.4858478157611,351.3066583307474,856.3365314042615,1.839660899467752e-169
digestive,Hepatomegaly,573.3,6285.0,524738.0,4.54436268751218,3.3172123472496526,6.225477923587,4.233060469440779e-21,275.0,483471.0,3.151757308346304,2.015941694103113,4.927510631766441,4.781208180770974e-07
digestive,Jaundice (not of newborn),573.5,3336.0,525027.0,11.408003523563924,7.154725093317362,18.189733734871563,1.506188912541489e-24,175.0,516551.0,7.836075931510774,4.469857178308219,13.737370916992717,6.588391663674798e-13
digestive,Abnormal results of function study of liver,573.7,10103.0,524544.0,18.295446330900845,13.797916129407575,24.25897891446632,1.1452107927100538e-90,386.0,509953.0,14.313898090195938,9.730473338151953,21.056291037063563,1.2957574259724824e-41
digestive,Abnormal serum enzyme levels,573.9,13677.0,524285.0,23.61959189648142,18.45123839564623,30.235646485819068,5.375795069450215e-139,1002.0,524285.0,23.61959189648191,18.4512383956466,30.23564648581971,5.3757950694343304e-139
digestive,Cholecystitis without cholelithiasis,574.3,3711.0,524848.0,3.705786715014752,2.6079144737325533,5.265838015586764,2.7275501830265694e-13,332.0,509748.0,3.641468323357782,2.430596975598172,5.455569838662688,3.7043513082516057e-10
digestive,Obstruction of bile duct,575.2,12911.0,524424.0,5.218277004658058,4.057399892809026,6.711296795172652,6.717331386500243e-38,358.0,515830.0,3.073645327421875,2.078281460367958,4.545724811070436,1.8665924332823043e-08
digestive,Cholesterolosis of gallbladder,575.6,663.0,525204.0,0.1952695365891022,0.0760360882694961,0.5014749283863368,0.0006881926604490837,28.0,521765.0,0.0895313135109638,0.0155528175213417,0.5153957530845483,0.006889019117351779
digestive,Other disorders of gallbladder,575.7,762.0,525215.0,1.1014662260832244,0.4484582011911846,2.7053309404967334,0.8330483842290481,28.0,501234.0,1.5951807804890483,0.3862460653058965,6.588032736142938,0.5187009568499512
digestive,Other disorders of biliary tract,575.8,3113.0,525006.0,7.200315375802116,4.62619858335384,11.206726338458823,2.2071112728253867e-18,135.0,509015.0,3.5460943439564407,1.878072739027175,6.695579375031814,9.484434248714276e-05
digestive,Nonspecific abnormal findings on radiological and other examination of biliary tract,575.9,2472.0,525063.0,3.1506654425536507,1.924151253344117,5.158998136788622,5.08509196080472e-06,141.0,510082.0,1.7262175096664805,0.9195049861459912,3.240685951219012,0.08935239784208439
digestive,Diseases of pancreas,577.0,813.0,525190.0,2.2742449627753127,1.0713134520737275,4.827896206005014,0.03240971508836357,53.0,504921.0,0.9593436158182423,0.3339171761435701,2.756192969287427,0.9385573973655487
digestive,Chronic pancreatitis,577.2,2315.0,525068.0,6.843463940402742,4.150232508883583,11.284427704555464,4.8009832775881336e-14,69.0,520766.0,5.098719478403029,2.096883394368181,12.3978950805129,0.0003265450830085268
digestive,Cyst and pseudocyst of pancreas,577.3,6810.0,524796.0,2.0141438770539715,1.4406194255249436,2.815993929830403,4.219794054841498e-05,184.0,518927.0,1.6029128931210808,0.9220936289691056,2.786408735744424,0.09443360705903397
digestive,Hematemesis,578.1,2434.0,525096.0,33.11806821231296,18.55005332127026,59.126861962050015,2.552995825468718e-32,137.0,517326.0,32.73810813495192,16.53834219724128,64.80599515195584,1.3373270904295653e-23
digestive,Blood in stool,578.2,5000.0,524749.0,9.863071338046488,7.1459166381994885,13.613393654687975,4.757928180141706e-44,303.0,506347.0,12.72362705617361,8.250484487927684,19.621961074101243,1.2037842601553045e-30
digestive,Hemorrhage of rectum and anus,578.8,4627.0,524659.0,1.926328265705176,1.431784020347648,2.591690181284266,1.4843519346698401e-05,347.0,497437.0,1.6231085140622463,1.0858673410502884,2.426153866892425,0.01819422024817005
digestive,Hemorrhage of gastrointestinal tract,578.9,11105.0,524396.0,23.573473138642125,18.142596770108256,30.63004942786732,1.1029890251813691e-123,531.0,498241.0,30.144814390212584,21.37279911455577,42.51711859311389,6.1119713706016135e-84
digestive,Splenomegaly,579.2,3109.0,525042.0,7.404684946018809,4.607746249217583,11.899387723251436,1.3162069393486197e-16,107.0,503697.0,7.793630688923501,3.799237964582826,15.987595376116383,2.1302707358103724e-08
digestive,Nonspecific abnormal findings in stool contents,579.8,1199.0,525150.0,9.547951397402253,5.045407910741926,18.06858384890233,4.114698088722384e-12,86.0,518237.0,9.977775819382256,4.452858875305484,22.35777353150885,2.294584178840848e-08
endocrine/metabolic,Simple and unspecified goiter,240.0,1959.0,524900.0,0.6759245197129745,0.4549339597768487,1.0042643476721724,0.05251362432849291,210.0,515507.0,0.3352632304123512,0.1906940337854447,0.5894334051006092,0.00014699828319149702
endocrine/metabolic,Nontoxic uninodular goiter,241.1,8922.0,524091.0,0.4620911626935013,0.3664819642961571,0.5826432497149517,6.703063494803062e-11,485.0,499400.0,0.3020563821997488,0.2072866062052756,0.4401541406744236,4.610173129952494e-10
endocrine/metabolic,Nontoxic multinodular goiter,241.2,4715.0,524467.0,0.4855010022310908,0.3674080573829023,0.6415515893864626,3.747285128333793e-07,247.0,504826.0,0.1316070080537973,0.0746044154158863,0.2321632636931574,2.516991399731062e-12
endocrine/metabolic,Secondary hypothyroidism,244.1,3777.0,524914.0,2.755165411298356,1.8805235996477807,4.036607913368709,1.9828662907973255e-07,123.0,515750.0,2.2932897027841355,1.174867863955632,4.476399280501861,0.015006616074497789
endocrine/metabolic,Acquired hypothyroidism,244.2,5658.0,524783.0,8.919276570007344,6.400340015861767,12.429573168788998,3.3194388474211456e-38,215.0,494589.0,5.0742381730724135,3.0670855658348155,8.394905353759528,2.5646189937026187e-10
endocrine/metabolic,Hypothyroidism NOS,244.4,27355.0,522802.0,15.901348127072366,13.643150898205551,18.533319329598925,1.7208489635861593e-274,651.0,478872.0,13.924630809619698,10.35119560032959,18.731685755994828,7.428864208042158e-68
endocrine/metabolic,Congenital hypothyroidism,244.5,265.0,525249.0,2.296941010689774,0.6882741156942542,7.66546044124699,0.1762411557682022,28.0,524741.0,1.1357930350143968,0.2685179847798113,4.804243631744274,0.8626136833913393
endocrine/metabolic,Thyroiditis,245.0,340.0,525253.0,2.6444609137548816,0.7406708512446788,9.44167508769307,0.13422579254361736,15.0,522779.0,2.823818469294207,0.4168518142695367,19.12898174978583,0.2875501018861498
endocrine/metabolic,"Thyroiditis, acute and subacute",245.1,34.0,525278.0,0.2563869851577742,0.015852621997902,4.14658762234992,0.33784708677264746,< 10,524494.0,0.433087465406885,0.0168146592748686,11.154835172479274,0.6136581551554103
endocrine/metabolic,Chronic lymphocytic thyroiditis,245.21,2838.0,524885.0,4.114505070947191,2.8511559030947797,5.937645135600773,4.0780799567462825e-14,152.0,518909.0,2.753755764475782,1.514263314247552,5.007828386935288,0.0009007427955061609
endocrine/metabolic,Other disorders of thyroid,246.0,1449.0,525128.0,4.643020305469028,2.588256457499009,8.329019133532272,2.612001608890865e-07,55.0,500211.0,9.852697006322227,3.5916415503050945,27.02820895090292,8.85875330231555e-06
endocrine/metabolic,Abnormal results of function study of thyroid,246.7,580.0,525214.0,6.303099702698381,2.6557394655864903,14.959700067334238,2.982196798234761e-05,42.0,520257.0,4.410317923866147,1.4161041479532015,13.735504000668884,0.010461201666909165
endocrine/metabolic,Type 1 diabetes,250.1,3202.0,524995.0,9.306541748301555,6.013890051441583,14.401945923856417,1.336620356724522e-23,58.0,491570.0,5.6049079890921,2.126537402703526,14.772838477352758,0.0004906246714855689
endocrine/metabolic,Type 2 diabetes,250.2,47182.0,520660.0,292.9132956373563,252.5004409908243,339.7942531286714, < 2.225E-308,894.0,420373.0,325.3443441885918,234.51242689927568,451.3574981720161,7.91256766382221e-263
endocrine/metabolic,Other abnormal glucose,250.42,8711.0,524474.0,168.0395230084515,120.7233870745725,233.90067142057023,1.372140691761576e-202,490.0,507520.0,274.2152321734256,174.95230689253935,429.7970966573877,2.191945265462224e-132
endocrine/metabolic,Glycosuria or Acetonuria,250.5,93.0,525271.0,28.53538086082494,3.946661505223268,206.31816531381756,0.000899765527380236,11.0,524449.0,36.15313174666522,3.182284597525258,410.7266006655015,0.003808708442174181
endocrine/metabolic,Hypoglycemia,251.1,2406.0,525060.0,41.52505050843429,24.158288897653726,71.37632251328394,1.965388895356112e-41,156.0,515405.0,56.43267334167377,28.86026922611994,110.3470863537821,4.5166890362879297e-32
endocrine/metabolic,Abnormality of secretion of glucagon or gastrin,251.8,< 10,525286.0,19.754780194810948,0.0086348012746567,45195.17336093032,0.4496939145437793,--,--,--,--,--,--
endocrine/metabolic,Disorders of parathyroid gland,252.0,136.0,525262.0,1.7061085596909935,0.3842308757940502,7.575670256679437,0.4824482099362376,14.0,524085.0,0.1609395133546563,0.0155804776340487,1.6624347190890798,0.12519691182659434
endocrine/metabolic,Hyperparathyroidism,252.1,7552.0,524521.0,0.520512598312193,0.390472686913049,0.6938599653246481,8.50923780885697e-06,323.0,509702.0,0.1009006319837882,0.0605158466430719,0.1682358935631518,1.4522026748003646e-18
endocrine/metabolic,Hypoparathyroidism,252.2,818.0,525207.0,2.0721923335198515,0.9045543890192376,4.747067859296105,0.08492897511241834,36.0,522366.0,1.4746598202976222,0.4218616236205676,5.154822017079519,0.5429816674967745
endocrine/metabolic,Disorders of the pituitary gland and its hypothalamic control,253.0,1451.0,525121.0,0.4716724598824898,0.2533034073882859,0.8782941836647691,0.01783195962592207,57.0,521381.0,0.3607212860944158,0.1221183763082001,1.0655222430505895,0.06502008411625877
endocrine/metabolic,Pituitary hyperfunction,253.1,717.0,525178.0,0.4114831840031216,0.1897211822299375,0.8924591799777899,0.0245767821264699,29.0,514537.0,0.34903887348241,0.0763038161111748,1.596619165473532,0.17483587019139277
endocrine/metabolic,Acromegaly and gigantism,253.11,468.0,525223.0,0.0645028894921805,0.0194807678015591,0.213575912162326,7.21922495668303e-06,< 10,524936.0,0.5806812095042428,0.0414004145596284,8.1446205468706,0.6866535648391268
endocrine/metabolic,Pituitary hypofunction,253.2,1391.0,525111.0,2.0398034314309257,1.1691612595632237,3.558788836735639,0.012061796675842108,17.0,523410.0,8.954779532964597,1.468630703419868,54.600572013968446,0.0174715686677658
endocrine/metabolic,Diabetes insipidus,253.3,729.0,525196.0,5.440618527999537,2.5102283359611857,11.791887432374816,1.7704507317948774e-05,32.0,524163.0,1.584513213254765,0.419395144015572,5.986435844106291,0.4973346929835572
endocrine/metabolic,Other disorders of neurohypophysis,253.7,592.0,525226.0,16.180967440139867,6.080824270812352,43.05727244176534,2.4754350571468817e-08,30.0,523072.0,112.55211641011668,21.807979722412377,580.887320588316,1.6903375406743964e-08
endocrine/metabolic,Diseases of thymus gland,254.0,40.0,525277.0,1.840355004025662,0.1723255205039401,19.654120474656303,0.6137098640653622,< 10,524718.0,2.127181622990923,0.1268358826401768,35.67524869935331,0.5998160326305684
endocrine/metabolic,Disorders of adrenal glands,255.0,1827.0,525093.0,0.4322623733032011,0.2421177903436812,0.7717349440059119,0.004565863355856402,102.0,517138.0,0.1492720978594997,0.0623458374072356,0.3573961009430606,1.956782997437246e-05
endocrine/metabolic,Adrenal hyperfunction,255.1,386.0,525251.0,0.7968729156194864,0.222967350983743,2.8479794949629222,0.726783550460769,14.0,524681.0,0.890919521778123,0.1154387573048139,6.875832803618197,0.9117917073607531
endocrine/metabolic,Cushing's syndrome,255.11,683.0,525236.0,5.532600714658056,1.9692350843846291,15.543939324745534,0.0011717084693510069,20.0,522689.0,4.044464321553506,0.7761254839458621,21.076091413924345,0.09710443713880454
endocrine/metabolic,Hyperaldosteronism,255.12,281.0,525236.0,1.6515957200660447,0.5788707938909081,4.712223265239639,0.34825416168120515,23.0,524034.0,0.1034788935353478,0.0153230786737053,0.6988074417234932,0.019927109333568976
endocrine/metabolic,Glucocorticoid deficiency,255.21,783.0,525255.0,7.192955695208341,1.936152994243309,26.72237771863204,0.0032121424730658455,18.0,519043.0,1.889001522154956,0.323746007733392,11.021994605234768,0.47970954585987835
endocrine/metabolic,Adrenogenital disorders,255.3,85.0,525270.0,1.5180887030932348,0.2485574922169905,9.271872233275475,0.6511566816248668,< 10,524866.0,1.6808437144892596,0.0223421926401609,126.45292420671284,0.8137657172581846
endocrine/metabolic,Ovarian dysfunction,256.0,72.0,525267.0,2.6117788804120377,0.5019469080842983,13.589861418213488,0.25392428840309067,< 10,523216.0,0.8562939591009081,0.0556788577722592,13.169080216980094,0.9114111016054094
endocrine/metabolic,Polycystic ovaries,256.4,660.0,525154.0,2.3223394251733644,1.224053772072311,4.406064936660271,0.009917314686053657,52.0,521112.0,1.716770592394381,0.6124277597201219,4.812488036559714,0.304122418837752
endocrine/metabolic,Testicular hypofunction,257.1,1507.0,525175.0,2.91970264323728,1.4571920233877105,5.850061891711735,0.002512718004780244,29.0,520739.0,1.024026064631808,0.2507594904512035,4.181813334994656,0.9736165914403732
endocrine/metabolic,Iatrogenic endocrine disorders,258.0,397.0,525272.0,1.0332645214806826,0.14289853496127,7.471284234230022,0.9741377390413438,< 10,522872.0,0.6116775572129249,0.0307786701316406,12.15612735695632,0.7472401184172572
endocrine/metabolic,Other endocrine disorders,259.0,618.0,525179.0,2.3753874714708623,1.170502055746593,4.820551670045335,0.016577151997884208,29.0,513223.0,2.737773025829478,0.6957984811988424,10.77237352982593,0.14957888556531151
endocrine/metabolic,Carcinoid syndrome,259.2,54.0,525276.0,0.8727896285968464,0.0863353674427067,8.823287122646885,0.9082303823107938,< 10,524878.0,17.00120717453327,0.2093468065548546,1380.6804610399674,0.20661660780126365
endocrine/metabolic,Delay in sexual development and puberty NEC,259.3,99.0,525270.0,0.6501894488880107,0.0975214219404897,4.334907254564711,0.6565111675172461,10.0,524834.0,0.8251939300084382,0.0713626754377593,9.542033254017689,0.8777342582480488
endocrine/metabolic,Precocious sexual development and puberty NEC,259.4,603.0,525165.0,0.3711299476341924,0.1786086681216644,0.7711688322827343,0.0078995687934639,28.0,523487.0,0.4058427946460702,0.089899509442511,1.832138740105809,0.24094401541173177
endocrine/metabolic,Protein-calorie malnutrition,260.0,6562.0,524993.0,19.94555065327676,12.701815121544346,31.320326036524737,1.2309460454186287e-38,159.0,504689.0,103.2133628109081,51.13987016079606,208.31101505030333,2.6246556089398613e-38
endocrine/metabolic,Cachexia,260.1,1138.0,525227.0,13.831167541165842,5.191807019669324,36.84674619589075,1.483499785490561e-07,29.0,519788.0,21.632757908645413,5.115239568519561,91.4866661600956,2.9343248103886828e-05
endocrine/metabolic,Anorexia,260.6,13153.0,524759.0,31.563469924103053,22.302142185058525,44.67071483012983,1.6184463923598286e-84,328.0,508783.0,28.887351516741624,18.658517259100847,44.72376159712104,2.142685376675795e-51
endocrine/metabolic,Polyphagia,260.7,40.0,525280.0,62.63136898470058,2.542918861258271,1542.5928214464195,0.01137696217760115,< 10,525280.0,62.63136898470058,2.542918861258271,1542.5928214464195,0.01137696217760115
endocrine/metabolic,Vitamin deficiency,261.0,421.0,525244.0,13.06516526472641,4.128468366433049,41.34670009403395,1.2297833470167751e-05,18.0,521785.0,7.020361047960583,1.2304250142513378,40.05564636030287,0.028282742212414873
endocrine/metabolic,Vitamin A deficiency,261.1,41.0,525280.0,14.417891098671587,0.8201495554084213,253.4605821125328,0.06809018715926003,< 10,524228.0,0.0006259677317944,1.3380302795853089e-10,2928.450926905441,0.34654416437037155
endocrine/metabolic,Vitamin B-complex deficiencies,261.2,6464.0,524678.0,11.096961908489206,8.186773684387196,15.04164746037901,3.030263364753915e-54,208.0,505294.0,4.841169289253704,2.904404132914672,8.069441790696473,1.4474919699808274e-09
endocrine/metabolic,Vitamin D deficiency,261.4,27436.0,523092.0,34.81773360949839,29.32618681719689,41.33761341897731, < 2.225E-308,632.0,453950.0,16.4692769976783,12.16830147544608,22.290463905219134,1.4912760679345613e-73
endocrine/metabolic,Rickets or osteomalacia,261.41,143.0,525278.0,24.409069004037296,1.7860134947428907,333.593587841073,0.016635171606121754,< 10,523883.0,19.666227918681983,0.6175003688069887,626.332452718641,0.09161048411904388
endocrine/metabolic,Mineral deficiency NEC,262.0,7460.0,524557.0,6.298743056367011,4.790713513739282,8.281472890489097,1.141718067055647e-39,251.0,511114.0,13.128149063556265,8.149907012631083,21.14727168884752,3.496836303834277e-26
endocrine/metabolic,Other nutritional deficiency,263.0,2653.0,525074.0,59.72446127083045,33.521797736239265,106.40871059951398,8.494364905412632e-44,138.0,493184.0,44.93198954239674,22.43208114418004,89.99983868023077,6.885001912415299e-27
endocrine/metabolic,Delayed milestones,264.3,287.0,525250.0,14.783151145902544,4.243858026459747,51.49596344647476,2.3366232925003784e-05,< 10,523657.0,14.174852210319877,0.6434901256902347,312.2447838168272,0.09285101298668551
endocrine/metabolic,Proteinuria,269.0,41.0,525283.0,6.497354170932186,0.162380519554471,259.9795304163227,0.3201180620769347,< 10,524791.0,51.89300315457847,0.4346461316909676,6195.577459586653,0.10555792364727244
endocrine/metabolic,Disturbances of amino-acid transport,270.1,< 10,525284.0,0.4731174765566467,0.0045704854821447,48.97513568258582,0.7518868801077265,--,--,--,--,--,--
